sequence_id,active_region,sequence_name,sequence_path,num_images,last_image_path,label_index,label_name,label_status
11689/2013_03_10_16_25_01_0,11689,2013_03_10_16_25_01_0,data\raw\SDOBenchmark_full\training\11689\2013_03_10_16_25_01_0,40,data\raw\SDOBenchmark_full\training\11689\2013_03_10_16_25_01_0\2013-03-10T161501__1700.jpg,1,QUIET,resolved
12361/2015_06_08_02_15_00_0,12361,2015_06_08_02_15_00_0,data\raw\SDOBenchmark_full\training\12361\2015_06_08_02_15_00_0,40,data\raw\SDOBenchmark_full\training\12361\2015_06_08_02_15_00_0\2015-06-08T020500__1700.jpg,1,QUIET,resolved
12321/2015_04_12_18_09_55_0,12321,2015_04_12_18_09_55_0,data\raw\SDOBenchmark_full\training\12321\2015_04_12_18_09_55_0,40,data\raw\SDOBenchmark_full\training\12321\2015_04_12_18_09_55_0\2015-04-12T175955__1700.jpg,1,QUIET,resolved
12652/2017_04_21_22_09_00_1,12652,2017_04_21_22_09_00_1,data\raw\SDOBenchmark_full\training\12652\2017_04_21_22_09_00_1,40,data\raw\SDOBenchmark_full\training\12652\2017_04_21_22_09_00_1\2017-04-22T153700__1700.jpg,1,QUIET,resolved
11408/2012_01_30_06_24_01_0,11408,2012_01_30_06_24_01_0,data\raw\SDOBenchmark_full\training\11408\2012_01_30_06_24_01_0,40,data\raw\SDOBenchmark_full\training\11408\2012_01_30_06_24_01_0\2012-01-30T061401__1700.jpg,1,QUIET,resolved
12535/2016_04_25_12_00_00_0,12535,2016_04_25_12_00_00_0,data\raw\SDOBenchmark_full\training\12535\2016_04_25_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12535\2016_04_25_12_00_00_0\2016-04-25T115000__1700.jpg,1,QUIET,resolved
12651/2017_04_22_02_04_01_0,12651,2017_04_22_02_04_01_0,data\raw\SDOBenchmark_full\training\12651\2017_04_22_02_04_01_0,40,data\raw\SDOBenchmark_full\training\12651\2017_04_22_02_04_01_0\2017-04-22T015401__1700.jpg,1,QUIET,resolved
12597/2016_09_24_19_14_01_0,12597,2016_09_24_19_14_01_0,data\raw\SDOBenchmark_full\training\12597\2016_09_24_19_14_01_0,40,data\raw\SDOBenchmark_full\training\12597\2016_09_24_19_14_01_0\2016-09-24T190401__1700.jpg,1,QUIET,resolved
12247/2014_12_24_12_00_00_0,12247,2014_12_24_12_00_00_0,data\raw\SDOBenchmark_full\training\12247\2014_12_24_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12247\2014_12_24_12_00_00_0\2014-12-24T115000__1700.jpg,1,QUIET,resolved
11714/2013_04_09_18_00_00_7,11714,2013_04_09_18_00_00_7,data\raw\SDOBenchmark_full\training\11714\2013_04_09_18_00_00_7,40,data\raw\SDOBenchmark_full\training\11714\2013_04_09_18_00_00_7\2013-04-13T110930__1700.jpg,1,QUIET,resolved
11997/2014_03_05_12_00_00_0,11997,2014_03_05_12_00_00_0,data\raw\SDOBenchmark_full\training\11997\2014_03_05_12_00_00_0,38,data\raw\SDOBenchmark_full\training\11997\2014_03_05_12_00_00_0\2014-03-05T115000__1700.jpg,1,QUIET,resolved
12061/2014_05_20_17_01_00_0,12061,2014_05_20_17_01_00_0,data\raw\SDOBenchmark_full\training\12061\2014_05_20_17_01_00_0,40,data\raw\SDOBenchmark_full\training\12061\2014_05_20_17_01_00_0\2014-05-20T165100__1700.jpg,1,QUIET,resolved
11915/2013_12_06_09_46_00_1,11915,2013_12_06_09_46_00_1,data\raw\SDOBenchmark_full\training\11915\2013_12_06_09_46_00_1,40,data\raw\SDOBenchmark_full\training\11915\2013_12_06_09_46_00_1\2013-12-06T214407__1700.jpg,1,QUIET,resolved
11964/2014_01_22_12_00_00_1,11964,2014_01_22_12_00_00_1,data\raw\SDOBenchmark_full\training\11964\2014_01_22_12_00_00_1,40,data\raw\SDOBenchmark_full\training\11964\2014_01_22_12_00_00_1\2014-01-23T120059__1700.jpg,1,QUIET,resolved
11982/2014_02_19_10_31_00_0,11982,2014_02_19_10_31_00_0,data\raw\SDOBenchmark_full\training\11982\2014_02_19_10_31_00_0,40,data\raw\SDOBenchmark_full\training\11982\2014_02_19_10_31_00_0\2014-02-19T102100__1700.jpg,1,QUIET,resolved
11774/2013_06_16_12_00_00_0,11774,2013_06_16_12_00_00_0,data\raw\SDOBenchmark_full\training\11774\2013_06_16_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11774\2013_06_16_12_00_00_0\2013-06-16T115000__1700.jpg,1,QUIET,resolved
11743/2013_05_17_05_18_01_0,11743,2013_05_17_05_18_01_0,data\raw\SDOBenchmark_full\training\11743\2013_05_17_05_18_01_0,40,data\raw\SDOBenchmark_full\training\11743\2013_05_17_05_18_01_0\2013-05-17T050801__1700.jpg,1,QUIET,resolved
11559/2012_08_30_20_11_00_2,11559,2012_08_30_20_11_00_2,data\raw\SDOBenchmark_full\training\11559\2012_08_30_20_11_00_2,40,data\raw\SDOBenchmark_full\training\11559\2012_08_30_20_11_00_2\2012-08-31T234219__1700.jpg,1,QUIET,resolved
11614/2012_11_15_14_47_01_0,11614,2012_11_15_14_47_01_0,data\raw\SDOBenchmark_full\training\11614\2012_11_15_14_47_01_0,40,data\raw\SDOBenchmark_full\training\11614\2012_11_15_14_47_01_0\2012-11-15T143701__1700.jpg,1,QUIET,resolved
12172/2014_10_01_17_44_01_1,12172,2014_10_01_17_44_01_1,data\raw\SDOBenchmark_full\training\12172\2014_10_01_17_44_01_1,40,data\raw\SDOBenchmark_full\training\12172\2014_10_01_17_44_01_1\2014-10-02T173400__1700.jpg,0,FLARE,resolved
11873/2013_10_18_03_10_00_0,11873,2013_10_18_03_10_00_0,data\raw\SDOBenchmark_full\training\11873\2013_10_18_03_10_00_0,40,data\raw\SDOBenchmark_full\training\11873\2013_10_18_03_10_00_0\2013-10-18T030000__1700.jpg,1,QUIET,resolved
12394/2015_08_06_18_15_01_0,12394,2015_08_06_18_15_01_0,data\raw\SDOBenchmark_full\training\12394\2015_08_06_18_15_01_0,40,data\raw\SDOBenchmark_full\training\12394\2015_08_06_18_15_01_0\2015-08-06T180501__1700.jpg,1,QUIET,resolved
11420/2012_02_13_12_00_00_1,11420,2012_02_13_12_00_00_1,data\raw\SDOBenchmark_full\training\11420\2012_02_13_12_00_00_1,40,data\raw\SDOBenchmark_full\training\11420\2012_02_13_12_00_00_1\2012-02-15T202546__1700.jpg,1,QUIET,resolved
11545/2012_08_12_12_00_00_2,11545,2012_08_12_12_00_00_2,data\raw\SDOBenchmark_full\training\11545\2012_08_12_12_00_00_2,40,data\raw\SDOBenchmark_full\training\11545\2012_08_12_12_00_00_2\2012-08-14T234959__1700.jpg,1,QUIET,resolved
11524/2012_07_20_01_37_00_0,11524,2012_07_20_01_37_00_0,data\raw\SDOBenchmark_full\training\11524\2012_07_20_01_37_00_0,40,data\raw\SDOBenchmark_full\training\11524\2012_07_20_01_37_00_0\2012-07-20T012700__1700.jpg,1,QUIET,resolved
12221/2014_12_01_17_19_00_6,12221,2014_12_01_17_19_00_6,data\raw\SDOBenchmark_full\training\12221\2014_12_01_17_19_00_6,40,data\raw\SDOBenchmark_full\training\12221\2014_12_01_17_19_00_6\2014-12-04T234959__1700.jpg,1,QUIET,resolved
12562/2016_07_14_14_44_00_1,12562,2016_07_14_14_44_00_1,data\raw\SDOBenchmark_full\training\12562\2016_07_14_14_44_00_1,40,data\raw\SDOBenchmark_full\training\12562\2016_07_14_14_44_00_1\2016-07-15T070105__1700.jpg,1,QUIET,resolved
11418/2012_02_13_21_55_00_2,11418,2012_02_13_21_55_00_2,data\raw\SDOBenchmark_full\training\11418\2012_02_13_21_55_00_2,35,data\raw\SDOBenchmark_full\training\11418\2012_02_13_21_55_00_2\2012-02-15T080022__335.jpg,1,QUIET,resolved
11548/2012_08_19_12_00_00_0,11548,2012_08_19_12_00_00_0,data\raw\SDOBenchmark_full\training\11548\2012_08_19_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11548\2012_08_19_12_00_00_0\2012-08-19T115000__1700.jpg,1,QUIET,resolved
11855/2013_10_03_00_41_00_1,11855,2013_10_03_00_41_00_1,data\raw\SDOBenchmark_full\training\11855\2013_10_03_00_41_00_1,40,data\raw\SDOBenchmark_full\training\11855\2013_10_03_00_41_00_1\2013-10-03T165200__1700.jpg,1,QUIET,resolved
12241/2014_12_21_22_25_01_0,12241,2014_12_21_22_25_01_0,data\raw\SDOBenchmark_full\training\12241\2014_12_21_22_25_01_0,40,data\raw\SDOBenchmark_full\training\12241\2014_12_21_22_25_01_0\2014-12-21T221501__1700.jpg,1,QUIET,resolved
12089/2014_06_13_17_47_01_0,12089,2014_06_13_17_47_01_0,data\raw\SDOBenchmark_full\training\12089\2014_06_13_17_47_01_0,40,data\raw\SDOBenchmark_full\training\12089\2014_06_13_17_47_01_0\2014-06-13T173701__1700.jpg,1,QUIET,resolved
11635/2012_12_20_19_34_01_0,11635,2012_12_20_19_34_01_0,data\raw\SDOBenchmark_full\training\11635\2012_12_20_19_34_01_0,40,data\raw\SDOBenchmark_full\training\11635\2012_12_20_19_34_01_0\2012-12-20T192401__1700.jpg,1,QUIET,resolved
12454/2015_11_21_05_38_01_0,12454,2015_11_21_05_38_01_0,data\raw\SDOBenchmark_full\training\12454\2015_11_21_05_38_01_0,40,data\raw\SDOBenchmark_full\training\12454\2015_11_21_05_38_01_0\2015-11-21T052801__1700.jpg,1,QUIET,resolved
12387/2015_07_17_12_00_00_0,12387,2015_07_17_12_00_00_0,data\raw\SDOBenchmark_full\training\12387\2015_07_17_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12387\2015_07_17_12_00_00_0\2015-07-17T115000__1700.jpg,1,QUIET,resolved
12488/2016_01_28_12_13_18_0,12488,2016_01_28_12_13_18_0,data\raw\SDOBenchmark_full\training\12488\2016_01_28_12_13_18_0,40,data\raw\SDOBenchmark_full\training\12488\2016_01_28_12_13_18_0\2016-01-28T120318__1700.jpg,1,QUIET,resolved
11936/2013_12_25_16_41_34_1,11936,2013_12_25_16_41_34_1,data\raw\SDOBenchmark_full\training\11936\2013_12_25_16_41_34_1,40,data\raw\SDOBenchmark_full\training\11936\2013_12_25_16_41_34_1\2013-12-26T083200__1700.jpg,1,QUIET,resolved
11613/2012_11_15_08_05_58_1,11613,2012_11_15_08_05_58_1,data\raw\SDOBenchmark_full\training\11613\2012_11_15_08_05_58_1,40,data\raw\SDOBenchmark_full\training\11613\2012_11_15_08_05_58_1\2012-11-15T201100__1700.jpg,1,QUIET,resolved
11585/2012_10_05_11_24_01_0,11585,2012_10_05_11_24_01_0,data\raw\SDOBenchmark_full\training\11585\2012_10_05_11_24_01_0,40,data\raw\SDOBenchmark_full\training\11585\2012_10_05_11_24_01_0\2012-10-05T111401__1700.jpg,1,QUIET,resolved
12002/2014_03_15_21_20_01_0,12002,2014_03_15_21_20_01_0,data\raw\SDOBenchmark_full\training\12002\2014_03_15_21_20_01_0,40,data\raw\SDOBenchmark_full\training\12002\2014_03_15_21_20_01_0\2014-03-15T211001__1700.jpg,1,QUIET,resolved
12469/2015_12_17_05_09_01_0,12469,2015_12_17_05_09_01_0,data\raw\SDOBenchmark_full\training\12469\2015_12_17_05_09_01_0,40,data\raw\SDOBenchmark_full\training\12469\2015_12_17_05_09_01_0\2015-12-17T045901__1700.jpg,1,QUIET,resolved
11543/2012_08_14_11_39_03_0,11543,2012_08_14_11_39_03_0,data\raw\SDOBenchmark_full\training\11543\2012_08_14_11_39_03_0,40,data\raw\SDOBenchmark_full\training\11543\2012_08_14_11_39_03_0\2012-08-14T112903__1700.jpg,1,QUIET,resolved
11999/2014_03_07_20_39_00_2,11999,2014_03_07_20_39_00_2,data\raw\SDOBenchmark_full\training\11999\2014_03_07_20_39_00_2,40,data\raw\SDOBenchmark_full\training\11999\2014_03_07_20_39_00_2\2014-03-09T022809__1700.jpg,1,QUIET,resolved
12282/2015_02_16_16_02_13_1,12282,2015_02_16_16_02_13_1,data\raw\SDOBenchmark_full\training\12282\2015_02_16_16_02_13_1,40,data\raw\SDOBenchmark_full\training\12282\2015_02_16_16_02_13_1\2015-02-17T063400__1700.jpg,1,QUIET,resolved
12079/2014_06_09_00_01_00_1,12079,2014_06_09_00_01_00_1,data\raw\SDOBenchmark_full\training\12079\2014_06_09_00_01_00_1,40,data\raw\SDOBenchmark_full\training\12079\2014_06_09_00_01_00_1\2014-06-09T130152__1700.jpg,1,QUIET,resolved
12177/2014_10_03_06_58_01_1,12177,2014_10_03_06_58_01_1,data\raw\SDOBenchmark_full\training\12177\2014_10_03_06_58_01_1,40,data\raw\SDOBenchmark_full\training\12177\2014_10_03_06_58_01_1\2014-10-04T064800__1700.jpg,1,QUIET,resolved
12191/2014_10_16_12_00_00_2,12191,2014_10_16_12_00_00_2,data\raw\SDOBenchmark_full\training\12191\2014_10_16_12_00_00_2,40,data\raw\SDOBenchmark_full\training\12191\2014_10_16_12_00_00_2\2014-10-18T234359__1700.jpg,1,QUIET,resolved
11775/2013_06_23_20_50_01_0,11775,2013_06_23_20_50_01_0,data\raw\SDOBenchmark_full\training\11775\2013_06_23_20_50_01_0,40,data\raw\SDOBenchmark_full\training\11775\2013_06_23_20_50_01_0\2013-06-23T204001__1700.jpg,1,QUIET,resolved
11571/2012_09_14_16_59_01_1,11571,2012_09_14_16_59_01_1,data\raw\SDOBenchmark_full\training\11571\2012_09_14_16_59_01_1,40,data\raw\SDOBenchmark_full\training\11571\2012_09_14_16_59_01_1\2012-09-15T164900__1700.jpg,1,QUIET,resolved
12490/2016_01_26_20_31_01_0,12490,2016_01_26_20_31_01_0,data\raw\SDOBenchmark_full\training\12490\2016_01_26_20_31_01_0,40,data\raw\SDOBenchmark_full\training\12490\2016_01_26_20_31_01_0\2016-01-26T202101__1700.jpg,1,QUIET,resolved
11514/2012_07_01_10_37_01_0,11514,2012_07_01_10_37_01_0,data\raw\SDOBenchmark_full\training\11514\2012_07_01_10_37_01_0,40,data\raw\SDOBenchmark_full\training\11514\2012_07_01_10_37_01_0\2012-07-01T102701__1700.jpg,1,QUIET,resolved
12590/2016_09_10_12_00_00_0,12590,2016_09_10_12_00_00_0,data\raw\SDOBenchmark_full\training\12590\2016_09_10_12_00_00_0,38,data\raw\SDOBenchmark_full\training\12590\2016_09_10_12_00_00_0\2016-09-10T115000__1700.jpg,1,QUIET,resolved
11652/2013_01_13_08_39_39_1,11652,2013_01_13_08_39_39_1,data\raw\SDOBenchmark_full\training\11652\2013_01_13_08_39_39_1,40,data\raw\SDOBenchmark_full\training\11652\2013_01_13_08_39_39_1\2013-01-14T011200__1700.jpg,1,QUIET,resolved
11394/2012_01_07_12_00_00_0,11394,2012_01_07_12_00_00_0,data\raw\SDOBenchmark_full\training\11394\2012_01_07_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11394\2012_01_07_12_00_00_0\2012-01-07T115000__1700.jpg,1,QUIET,resolved
12543/2016_05_13_06_22_01_0,12543,2016_05_13_06_22_01_0,data\raw\SDOBenchmark_full\training\12543\2016_05_13_06_22_01_0,40,data\raw\SDOBenchmark_full\training\12543\2016_05_13_06_22_01_0\2016-05-13T061201__1700.jpg,1,QUIET,resolved
11392/2012_01_06_00_09_01_1,11392,2012_01_06_00_09_01_1,data\raw\SDOBenchmark_full\training\11392\2012_01_06_00_09_01_1,40,data\raw\SDOBenchmark_full\training\11392\2012_01_06_00_09_01_1\2012-01-06T235900__1700.jpg,1,QUIET,resolved
11410/2012_02_06_22_19_01_0,11410,2012_02_06_22_19_01_0,data\raw\SDOBenchmark_full\training\11410\2012_02_06_22_19_01_0,40,data\raw\SDOBenchmark_full\training\11410\2012_02_06_22_19_01_0\2012-02-06T220901__1700.jpg,1,QUIET,resolved
11728/2013_04_25_17_23_00_0,11728,2013_04_25_17_23_00_0,data\raw\SDOBenchmark_full\training\11728\2013_04_25_17_23_00_0,40,data\raw\SDOBenchmark_full\training\11728\2013_04_25_17_23_00_0\2013-04-25T171300__1700.jpg,1,QUIET,resolved
12577/2016_08_14_04_54_00_0,12577,2016_08_14_04_54_00_0,data\raw\SDOBenchmark_full\training\12577\2016_08_14_04_54_00_0,40,data\raw\SDOBenchmark_full\training\12577\2016_08_14_04_54_00_0\2016-08-14T044400__1700.jpg,1,QUIET,resolved
11621/2012_11_28_15_07_00_1,11621,2012_11_28_15_07_00_1,data\raw\SDOBenchmark_full\training\11621\2012_11_28_15_07_00_1,40,data\raw\SDOBenchmark_full\training\11621\2012_11_28_15_07_00_1\2012-11-29T033449__1700.jpg,1,QUIET,resolved
12447/2015_11_04_12_00_00_5,12447,2015_11_04_12_00_00_5,data\raw\SDOBenchmark_full\training\12447\2015_11_04_12_00_00_5,40,data\raw\SDOBenchmark_full\training\12447\2015_11_04_12_00_00_5\2015-11-06T235000__1700.jpg,1,QUIET,resolved
12035/2014_04_23_13_13_29_0,12035,2014_04_23_13_13_29_0,data\raw\SDOBenchmark_full\training\12035\2014_04_23_13_13_29_0,40,data\raw\SDOBenchmark_full\training\12035\2014_04_23_13_13_29_0\2014-04-23T130329__1700.jpg,1,QUIET,resolved
12176/2014_09_30_03_51_00_2,12176,2014_09_30_03_51_00_2,data\raw\SDOBenchmark_full\training\12176\2014_09_30_03_51_00_2,40,data\raw\SDOBenchmark_full\training\12176\2014_09_30_03_51_00_2\2014-10-01T053347__1700.jpg,1,QUIET,resolved
12196/2014_10_25_12_00_00_4,12196,2014_10_25_12_00_00_4,data\raw\SDOBenchmark_full\training\12196\2014_10_25_12_00_00_4,40,data\raw\SDOBenchmark_full\training\12196\2014_10_25_12_00_00_4\2014-10-28T081640__1700.jpg,1,QUIET,resolved
12247/2014_12_24_12_00_00_2,12247,2014_12_24_12_00_00_2,data\raw\SDOBenchmark_full\training\12247\2014_12_24_12_00_00_2,40,data\raw\SDOBenchmark_full\training\12247\2014_12_24_12_00_00_2\2014-12-25T182136__1700.jpg,1,QUIET,resolved
12645/2017_03_28_12_00_00_0,12645,2017_03_28_12_00_00_0,data\raw\SDOBenchmark_full\training\12645\2017_03_28_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12645\2017_03_28_12_00_00_0\2017-03-28T115000__1700.jpg,1,QUIET,resolved
11875/2013_10_25_13_19_00_0,11875,2013_10_25_13_19_00_0,data\raw\SDOBenchmark_full\training\11875\2013_10_25_13_19_00_0,40,data\raw\SDOBenchmark_full\training\11875\2013_10_25_13_19_00_0\2013-10-25T130900__1700.jpg,1,QUIET,resolved
11538/2012_08_04_08_11_00_2,11538,2012_08_04_08_11_00_2,data\raw\SDOBenchmark_full\training\11538\2012_08_04_08_11_00_2,40,data\raw\SDOBenchmark_full\training\11538\2012_08_04_08_11_00_2\2012-08-07T052300__1700.jpg,1,QUIET,resolved
12554/2016_06_12_12_00_00_0,12554,2016_06_12_12_00_00_0,data\raw\SDOBenchmark_full\training\12554\2016_06_12_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12554\2016_06_12_12_00_00_0\2016-06-12T115000__1700.jpg,1,QUIET,resolved
12201/2014_11_02_21_25_00_0,12201,2014_11_02_21_25_00_0,data\raw\SDOBenchmark_full\training\12201\2014_11_02_21_25_00_0,40,data\raw\SDOBenchmark_full\training\12201\2014_11_02_21_25_00_0\2014-11-02T211500__1700.jpg,1,QUIET,resolved
12130/2014_08_06_05_52_01_0,12130,2014_08_06_05_52_01_0,data\raw\SDOBenchmark_full\training\12130\2014_08_06_05_52_01_0,40,data\raw\SDOBenchmark_full\training\12130\2014_08_06_05_52_01_0\2014-08-06T054201__1700.jpg,1,QUIET,resolved
12585/2016_09_08_22_21_01_0,12585,2016_09_08_22_21_01_0,data\raw\SDOBenchmark_full\training\12585\2016_09_08_22_21_01_0,40,data\raw\SDOBenchmark_full\training\12585\2016_09_08_22_21_01_0\2016-09-08T221101__1700.jpg,1,QUIET,resolved
12519/2016_03_17_23_18_01_0,12519,2016_03_17_23_18_01_0,data\raw\SDOBenchmark_full\training\12519\2016_03_17_23_18_01_0,40,data\raw\SDOBenchmark_full\training\12519\2016_03_17_23_18_01_0\2016-03-17T230801__1700.jpg,1,QUIET,resolved
11619/2012_11_21_20_50_00_1,11619,2012_11_21_20_50_00_1,data\raw\SDOBenchmark_full\training\11619\2012_11_21_20_50_00_1,40,data\raw\SDOBenchmark_full\training\11619\2012_11_21_20_50_00_1\2012-11-22T181900__1700.jpg,1,QUIET,resolved
12297/2015_03_08_00_06_01_0,12297,2015_03_08_00_06_01_0,data\raw\SDOBenchmark_full\training\12297\2015_03_08_00_06_01_0,40,data\raw\SDOBenchmark_full\training\12297\2015_03_08_00_06_01_0\2015-03-07T235601__1700.jpg,1,QUIET,resolved
11513/2012_07_02_00_37_29_0,11513,2012_07_02_00_37_29_0,data\raw\SDOBenchmark_full\training\11513\2012_07_02_00_37_29_0,40,data\raw\SDOBenchmark_full\training\11513\2012_07_02_00_37_29_0\2012-07-02T002729__1700.jpg,1,QUIET,resolved
11506/2012_06_14_08_10_00_9,11506,2012_06_14_08_10_00_9,data\raw\SDOBenchmark_full\training\11506\2012_06_14_08_10_00_9,40,data\raw\SDOBenchmark_full\training\11506\2012_06_14_08_10_00_9\2012-06-19T234959__1700.jpg,1,QUIET,resolved
11656/2013_01_15_14_57_00_0,11656,2013_01_15_14_57_00_0,data\raw\SDOBenchmark_full\training\11656\2013_01_15_14_57_00_0,40,data\raw\SDOBenchmark_full\training\11656\2013_01_15_14_57_00_0\2013-01-15T144700__1700.jpg,1,QUIET,resolved
12542/2016_05_10_11_22_01_0,12542,2016_05_10_11_22_01_0,data\raw\SDOBenchmark_full\training\12542\2016_05_10_11_22_01_0,40,data\raw\SDOBenchmark_full\training\12542\2016_05_10_11_22_01_0\2016-05-10T111201__1700.jpg,1,QUIET,resolved
11616/2012_11_15_12_00_00_3,11616,2012_11_15_12_00_00_3,data\raw\SDOBenchmark_full\training\11616\2012_11_15_12_00_00_3,40,data\raw\SDOBenchmark_full\training\11616\2012_11_15_12_00_00_3\2012-11-17T025336__1700.jpg,1,QUIET,resolved
12187/2014_10_13_10_13_00_0,12187,2014_10_13_10_13_00_0,data\raw\SDOBenchmark_full\training\12187\2014_10_13_10_13_00_0,40,data\raw\SDOBenchmark_full\training\12187\2014_10_13_10_13_00_0\2014-10-13T100300__1700.jpg,1,QUIET,resolved
12158/2014_09_14_02_24_01_0,12158,2014_09_14_02_24_01_0,data\raw\SDOBenchmark_full\training\12158\2014_09_14_02_24_01_0,40,data\raw\SDOBenchmark_full\training\12158\2014_09_14_02_24_01_0\2014-09-14T021401__1700.jpg,1,QUIET,resolved
12383/2015_07_08_12_00_00_3,12383,2015_07_08_12_00_00_3,data\raw\SDOBenchmark_full\training\12383\2015_07_08_12_00_00_3,40,data\raw\SDOBenchmark_full\training\12383\2015_07_08_12_00_00_3\2015-07-11T234959__1700.jpg,1,QUIET,resolved
12671/2017_08_15_21_55_01_1,12671,2017_08_15_21_55_01_1,data\raw\SDOBenchmark_full\training\12671\2017_08_15_21_55_01_1,40,data\raw\SDOBenchmark_full\training\12671\2017_08_15_21_55_01_1\2017-08-16T214500__1700.jpg,1,QUIET,resolved
11815/2013_08_08_12_00_00_0,11815,2013_08_08_12_00_00_0,data\raw\SDOBenchmark_full\training\11815\2013_08_08_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11815\2013_08_08_12_00_00_0\2013-08-08T115000__1700.jpg,1,QUIET,resolved
12481/2016_01_09_04_14_00_0,12481,2016_01_09_04_14_00_0,data\raw\SDOBenchmark_full\training\12481\2016_01_09_04_14_00_0,40,data\raw\SDOBenchmark_full\training\12481\2016_01_09_04_14_00_0\2016-01-09T040400__1700.jpg,1,QUIET,resolved
11938/2014_01_01_16_49_00_3,11938,2014_01_01_16_49_00_3,data\raw\SDOBenchmark_full\training\11938\2014_01_01_16_49_00_3,40,data\raw\SDOBenchmark_full\training\11938\2014_01_01_16_49_00_3\2014-01-03T112346__1700.jpg,1,QUIET,resolved
11538/2012_08_01_14_25_46_0,11538,2012_08_01_14_25_46_0,data\raw\SDOBenchmark_full\training\11538\2012_08_01_14_25_46_0,40,data\raw\SDOBenchmark_full\training\11538\2012_08_01_14_25_46_0\2012-08-01T141546__1700.jpg,1,QUIET,resolved
11938/2014_01_01_16_49_00_9,11938,2014_01_01_16_49_00_9,data\raw\SDOBenchmark_full\training\11938\2014_01_01_16_49_00_9,40,data\raw\SDOBenchmark_full\training\11938\2014_01_01_16_49_00_9\2014-01-07T083924__1700.jpg,1,QUIET,resolved
12286/2015_02_19_15_22_01_0,12286,2015_02_19_15_22_01_0,data\raw\SDOBenchmark_full\training\12286\2015_02_19_15_22_01_0,40,data\raw\SDOBenchmark_full\training\12286\2015_02_19_15_22_01_0\2015-02-19T151201__1700.jpg,1,QUIET,resolved
12366/2015_06_11_06_49_00_5,12366,2015_06_11_06_49_00_5,data\raw\SDOBenchmark_full\training\12366\2015_06_11_06_49_00_5,40,data\raw\SDOBenchmark_full\training\12366\2015_06_11_06_49_00_5\2015-06-13T214300__1700.jpg,1,QUIET,resolved
12590/2016_09_10_12_00_00_2,12590,2016_09_10_12_00_00_2,data\raw\SDOBenchmark_full\training\12590\2016_09_10_12_00_00_2,40,data\raw\SDOBenchmark_full\training\12590\2016_09_10_12_00_00_2\2016-09-11T210944__1700.jpg,1,QUIET,resolved
11890/2013_11_11_21_40_01_0,11890,2013_11_11_21_40_01_0,data\raw\SDOBenchmark_full\training\11890\2013_11_11_21_40_01_0,40,data\raw\SDOBenchmark_full\training\11890\2013_11_11_21_40_01_0\2013-11-11T213001__1700.jpg,1,QUIET,resolved
11649/2013_01_05_12_00_00_0,11649,2013_01_05_12_00_00_0,data\raw\SDOBenchmark_full\training\11649\2013_01_05_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11649\2013_01_05_12_00_00_0\2013-01-05T115000__1700.jpg,1,QUIET,resolved
11676/2013_02_17_12_00_00_2,11676,2013_02_17_12_00_00_2,data\raw\SDOBenchmark_full\training\11676\2013_02_17_12_00_00_2,40,data\raw\SDOBenchmark_full\training\11676\2013_02_17_12_00_00_2\2013-02-18T174600__1700.jpg,1,QUIET,resolved
12664/2017_06_25_07_28_01_0,12664,2017_06_25_07_28_01_0,data\raw\SDOBenchmark_full\training\12664\2017_06_25_07_28_01_0,40,data\raw\SDOBenchmark_full\training\12664\2017_06_25_07_28_01_0\2017-06-25T071801__1700.jpg,1,QUIET,resolved
11641/2013_01_01_12_00_00_3,11641,2013_01_01_12_00_00_3,data\raw\SDOBenchmark_full\training\11641\2013_01_01_12_00_00_3,40,data\raw\SDOBenchmark_full\training\11641\2013_01_01_12_00_00_3\2013-01-04T133106__1700.jpg,1,QUIET,resolved
12162/2014_09_07_12_00_00_3,12162,2014_09_07_12_00_00_3,data\raw\SDOBenchmark_full\training\12162\2014_09_07_12_00_00_3,38,data\raw\SDOBenchmark_full\training\12162\2014_09_07_12_00_00_3\2014-09-10T032459__1700.jpg,1,QUIET,resolved
11692/2013_03_19_06_15_01_0,11692,2013_03_19_06_15_01_0,data\raw\SDOBenchmark_full\training\11692\2013_03_19_06_15_01_0,40,data\raw\SDOBenchmark_full\training\11692\2013_03_19_06_15_01_0\2013-03-19T060501__1700.jpg,1,QUIET,resolved
12590/2016_09_10_12_00_00_4,12590,2016_09_10_12_00_00_4,data\raw\SDOBenchmark_full\training\12590\2016_09_10_12_00_00_4,40,data\raw\SDOBenchmark_full\training\12590\2016_09_10_12_00_00_4\2016-09-12T234959__1700.jpg,1,QUIET,resolved
11945/2014_01_03_12_00_00_3,11945,2014_01_03_12_00_00_3,data\raw\SDOBenchmark_full\training\11945\2014_01_03_12_00_00_3,40,data\raw\SDOBenchmark_full\training\11945\2014_01_03_12_00_00_3\2014-01-06T004430__1700.jpg,1,QUIET,resolved
